ministerial_number,school_name,city,region,category,average,gender,exam_type,curriculum_track
11419,ثانوية رواد الأمراء الأهلية,الرياض,Riyadh,تعليم عام بنين,57.61,male,achievement,scientific
11297,ثانوية المشاعل الأهلية,الرياض,Riyadh,تعليم عام بنين,57.56,male,achievement,scientific
11097,ثانوية السفراء الأهلية,الرياض,Riyadh,تعليم عام بنين,57.53,male,achievement,scientific
47734,ثانوية طلائع القصيم الأهلية,بريدة,Qassim,تعليم عام بنين,57.48,male,achievement,scientific
64664,الأنجال الثانوية الأهلية,بيشة,Asser,تعليم عام بنين,57.43,male,achievement,scientific
54158,ثانوية ماس  الاهلية,القطيف,AlSharquia,تعليم عام بنين,57.41,male,achievement,scientific
10848,ثانوية علوم الرياض الأهلية - الخليج,الرياض,Riyadh,تعليم عام بنين,57.39,male,achievement,scientific
54044,ثانوية الساحل الاهلية,القطيف,AlSharquia,تعليم عام بنين,57.38,male,achievement,scientific
61502,ثانوية الأمجاد الأهلية,خميس مشيط,Asser,تعليم عام بنين,57.23,male,achievement,scientific
33043,الشروق الثانوية الاهلية,جدة,Makkah,تعليم عام بنين,57.13,male,achievement,scientific
53660,ثانوية الجبيل الأهلية,الجبيل,AlSharquia,تعليم عام بنين,57.13,male,achievement,scientific
11600,ثانوية رواد الجزيرة الأهلية,الرياض,Riyadh,تعليم عام بنين,57.1,male,achievement,scientific
76451,دار الحنان الأهلية الثانوية,تبوك,Tabuk,تعليم عام بنين,57.08,male,achievement,scientific
193016,منابع المعرفة الأهلية الثانوية,شرورة,Najran,تعليم عام بنين,57.07,male,achievement,scientific
11459,ثانوية شروق المعرفة الأهلية,الرياض,Riyadh,تعليم عام بنين,57.07,male,achievement,scientific
54091,ثانوية اجيال الخفجي الأهلية,الخفجي,AlSharquia,تعليم عام بنين,57.02,male,achievement,scientific
11708,ثانوية النوابغ الأهلية,الرياض,Riyadh,تعليم عام بنين,56.98,male,achievement,scientific
11224,ثانوية المورد الأهلية,الرياض,Riyadh,تعليم عام بنين,56.98,male,achievement,scientific
11410,ثانوية العروبة الأهلية,الرياض,Riyadh,تعليم عام بنين,56.94,male,achievement,scientific
110060,ثانوية النمو الأهلية,الرياض,Riyadh,تعليم عام بنين,56.89,male,achievement,scientific
153067,ثانوية الصفا الحديثة الأهلية,صفوى,AlSharquia,تعليم عام بنين,56.84,male,achievement,scientific
12232,ثانوية أبناء الرياض الأهلية,-,Riyadh,تعليم عام بنين,56.79,male,achievement,scientific
73656,ثانوية سهما الأهلية,حائل,Hail,تعليم عام بنين,56.71,male,achievement,scientific
32975,طلائع الفكر الثانوية الاهلية,جدة,Makkah,تعليم عام بنين,56.71,male,achievement,scientific
11204,ثانوية التوحيد الأهلية,الرياض,Riyadh,تعليم عام بنين,56.71,male,achievement,scientific
179906,ثانوية دار الفيصل الأهلية ببلجرشي,بلجرشي,Baha,تعليم عام بنين,56.65,male,achievement,scientific
26852,ثانوية الطموح بالجموم الأهلية,الجموم,Makkah,تعليم عام بنين,56.62,male,achievement,scientific
54244,ثانوية القمة الاهلية,رأس تنورة,AlSharquia,تعليم عام بنين,56.61,male,achievement,scientific
53847,ثانوية المستقبل الأهلية,الخفجي,AlSharquia,تعليم عام بنين,56.5,male,achievement,scientific
26547,ثانوية الثقافة الأهلية,مكة المكرمة,Makkah,تعليم عام بنين,56.43,male,achievement,scientific
12093,ثانوية دار القلم الأهلية,الرياض,Riyadh,تعليم عام بنين,56.41,male,achievement,scientific
26585,ثانوية طلائع الفكر الأهلية,مكة المكرمة,Makkah,تعليم عام بنين,56.32,male,achievement,scientific
11550,ثانوية أجيال اليرموك الأهلية,الرياض,Riyadh,تعليم عام بنين,56.31,male,achievement,scientific
113363,ثانوية القادة الأهلية,الرياض,Riyadh,تعليم عام بنين,56.3,male,achievement,scientific
87593,ثانوية المعرفة الاهليه,جازان,Jazan,تعليم عام بنين,56.22,male,achievement,scientific
57732,ثانوية آفاق التعليم الأهلية,الأحساء,AlSharquia,تعليم عام بنين,56.21,male,achievement,scientific
11205,ثانوية التقوى الأهلية,الرياض,Riyadh,تعليم عام بنين,56.2,male,achievement,scientific
10862,ثانوية رياض الموحِّد الأهلية,الرياض,Riyadh,تعليم عام بنين,56.16,male,achievement,scientific
26750,ثانوية الطموح بشارع الحج الأهلية,مكة المكرمة,Makkah,تعليم عام بنين,55.99,male,achievement,scientific
50383,ثانوية الفكر التربوي الأهلية,الرس,Qassim,تعليم عام بنين,55.9,male,achievement,scientific
60395,تربية الأجيال الأهلية الثانوية,حفر الباطن,AlSharquia,تعليم عام بنين,55.88,male,achievement,scientific
11192,ثانوية دار المعرفة الأهلية,الرياض,Riyadh,تعليم عام بنين,55.84,male,achievement,scientific
26853,ثانوية طلائع العلم الأهلية,مكة المكرمة,Makkah,تعليم عام بنين,55.81,male,achievement,scientific
12098,ثانوية رحاب المعرفة الأهلية,الرياض,Riyadh,تعليم عام بنين,55.75,male,achievement,scientific
83352,ثانوية جيل الأوائل الأهلية برفحاء,رفحاء,Northern borders,تعليم عام بنين,55.72,male,achievement,scientific
32996,جيل الجزيرة الثانوية الاهلية,جدة,Makkah,تعليم عام بنين,55.69,male,achievement,scientific
33053,المناهل الثانوية الاهلية,جدة,Makkah,تعليم عام بنين,55.69,male,achievement,scientific
46496,نبع المعرفة الاهلية الثانوية,ينبع,Madina,تعليم عام بنين,55.68,male,achievement,scientific
29993,المعالي الأهلية الثانوية,الطائف,Makkah,تعليم عام بنين,55.67,male,achievement,scientific
11377,ثانوية الحجاز الأهلية,الرياض,Riyadh,تعليم عام بنين,55.64,male,achievement,scientific
12288,ثانوية الصفا الأهلية,الرياض,Riyadh,تعليم عام بنين,55.62,male,achievement,scientific
33128,الطليعة الثانوية الاهلية,جدة,Makkah,تعليم عام بنين,55.61,male,achievement,scientific
124002,ثانوية  الوادي الأهلية,الخماسين,Riyadh,تعليم عام بنين,55.53,male,achievement,scientific
11200,ثانوية الشفا الأهلية,الرياض,Riyadh,تعليم عام بنين,55.5,male,achievement,scientific
32999,الشورى الثانوية الاهلية,جدة,Makkah,تعليم عام بنين,55.5,male,achievement,scientific
111930,ثانوية فرسان العلوم الأهلية,الرياض,Riyadh,تعليم عام بنين,55.5,male,achievement,scientific
110966,ثانوية التربية الرقمية الأهلية,الرياض,Riyadh,تعليم عام بنين,55.47,male,achievement,scientific
46476,الحديثة الأهلية الثانوية,ينبع,Madina,تعليم عام بنين,55.39,male,achievement,scientific
25178,ثانوية دار المنار الأهلية,شقراء,Riyadh,تعليم عام بنين,55.34,male,achievement,scientific
146008,ثانوية الانفال الاهلية,ينبع,Madina,تعليم عام بنين,55.25,male,achievement,scientific
12213,ثانوية أجيال اليمامة الأهلية,الرياض,Riyadh,تعليم عام بنين,55.23,male,achievement,scientific
61542,ثانوية خميس مشيط الأهلية,خميس مشيط,Asser,تعليم عام بنين,55.18,male,achievement,scientific
113084,ثانوية علوم التربية الأهلية,الرياض,Riyadh,تعليم عام بنين,55.15,male,achievement,scientific
12222,ثانوية الإبداع الأهلية,الرياض,Riyadh,تعليم عام بنين,55.13,male,achievement,scientific
84424,القمم الأهلية - الثانوية,سكاكا,Gouf,تعليم عام بنين,55.09,male,achievement,scientific
187028,ثانوية مستقبل الاحفاد الاهلية,جازان,Jazan,تعليم عام بنين,55.08,male,achievement,scientific
26749,ثانوية الإنجاز الأهلية بالشرائع,مكة المكرمة,Makkah,تعليم عام بنين,54.99,male,achievement,scientific
20302,ثانوية منار سدير الأهلية,المجمعة,Riyadh,تعليم عام بنين,54.98,male,achievement,scientific
12988,ثانوية البشائر الأهلية,الرياض,Riyadh,تعليم عام بنين,54.81,male,achievement,scientific
29861,مجمع شباب الفهد التعليمي الأهلية الثانوية,الطائف,Makkah,تعليم عام بنين,54.76,male,achievement,scientific
23291,ثانوية نخبة الفرسان الأهلية,عفيف,Riyadh,تعليم عام بنين,54.68,male,achievement,scientific
54238,ثانوية النعيرية الاهلية,النعيرية,AlSharquia,تعليم عام بنين,54.65,male,achievement,scientific
111455,ثانوية جيل التربية الأهلية,-,Riyadh,تعليم عام بنين,54.64,male,achievement,scientific
76569,دار الرأي الأهلية الثانوية,تبوك,Tabuk,تعليم عام بنين,54.53,male,achievement,scientific
111775,ثانوية مداد البيان الأهلية,الرياض,Riyadh,تعليم عام بنين,54.47,male,achievement,scientific
33180,طلائع الفكر الثانوية ( برابغ ) الاهلية,رابغ,Makkah,تعليم عام بنين,54.46,male,achievement,scientific
